RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP
P,2011000004281,2,2300,-9,25,1073094,14,42,4,2000,-9,6,2,2,2,2,2,,,2,2,2,2,,,1,2,2,2,2,2,2,0,25,1,1,1,1,2,2,1,2,1995,-9,1,4,,,,,,,,,,2,3,2,2,3,0,0,1,0,1,,16,8000,2,0,0,0,4,1,1,1,1995,-9,1,434,-9,999,-9,6,2,1,,1,,,1,1,9290,111,67,691,-9,,,,,1,814,2,,0,4230,N.A.,2,8000,8000,243,-9,385,2300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,372012,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,4,15,5,14,11,13,24,14,24,15,13,27,11,4,25,26,6,5,17,16,4,16,5,15,14,16,26,14,26,17,11,21,15,4,27,19,4,27,15,13,24,15,25,14,16,16,3,13,5,14,15,4,14,21,4,3,24,23,15,14,25,14,22,13,20,15,5,17,4,15,15,4,13,23,4,4,23,4,0,0,0,0,0
P,2011000004281,3,2300,-9,25,1073094,8,15,1,,,,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,0,,,,1,5,,,,,,,1,,,,,,,,,,,,,,,,0,0,2,0,1,,12,0,2,0,0,0,,,,,,,1,434,-9,999,-9,,2,,1,,,,1,1,,,,691,-9,,,,,6,,1,4,1,,,,,0,25,-9,385,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,8,2,9,7,7,14,7,17,8,6,13,7,2,16,14,2,3,7,6,3,8,3,8,9,9,16,7,13,7,5,9,9,2,12,11,3,8,8,7,14,9,14,8,7,7,2,8,2,8,7,2,10,15,2,2,13,11,8,8,11,8,14,7,9,7,3,8,2,7,8,3,7,14,2,2,12,2,0,0,0,0,0
P,2011000004281,4,2300,-9,25,1073094,11,13,1,,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,,11,,1,,,,,,,,,,1,434,-9,999,-9,,2,,1,,,,1,1,,,,691,-9,,,,,,,1,4,1,,,,,,25,-9,385,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,11,3,11,8,9,15,11,13,11,8,19,14,3,17,18,3,4,14,10,3,11,3,14,11,11,17,9,17,12,10,16,12,3,21,16,3,16,11,11,18,9,17,11,12,12,3,11,3,12,10,4,12,17,3,3,19,14,11,11,17,9,16,11,12,9,4,10,3,12,9,3,11,18,3,2,19,4,0,0,0,0,0
P,2011000004498,1,2700,-9,25,1073094,12,52,1,,,,2,2,2,2,2,,,1,,,2,,,2,1,1,1,2,2,2,0,,,,2,5,,,,,,,1,4,,,,,,,,,,2,3,2,2,2,0,0,0,11700,1,,21,0,2,2400,12400,0,,3,,2,,,2,148,-9,129,-9,,1,,,6,5507,,1,1,,,,,,,,,,6,,1,,0,,,4,0,26500,36,-9,227,,,,,1,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,22,12,18,11,2,11,3,19,12,4,3,10,12,12,13,12,21,12,19,3,20,12,20,12,2,12,4,21,10,4,4,11,11,11,12,12,19,11,20,2,21,15,20,10,4,11,3,19,11,4,4,11,11,10,11,11,20,12,23,3,21,11,20,12,4,13,3,14,13,4,3,12,11,12,12,15,21,9,19,0,0,1,1,1
P,2011000004524,1,200,-9,25,1073094,5,89,1,,,,2,2,2,1,1,,,2,,,2,,,2,1,1,2,2,2,2,0,,,,2,2,2,2,1,2,1943,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,19,0,2,0,11000,0,,3,,2,,,2,50,-9,32,-9,,1,,,6,,,1,1,,,,,,,,,,3,,1,,0,,,4,0,11000,25,-9,102,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,6,5,1,2,9,2,7,5,11,10,11,5,6,2,7,6,1,7,11,8,1,1,6,6,6,6,11,2,4,4,5,10,1,5,6,10,7,9,6,5,6,6,8,9,1,9,5,5,1,1,1,6,6,9,2,5,10,6,1,2,9,10,6,4,5,7,1,10,5,6,5,1,10,6,5,1,6,0,0,0,0,0
P,2011000004547,1,3700,-9,25,1073094,10,77,1,,,1,2,2,2,2,2,,2,2,,,2,,,1,1,1,2,2,1,2,4,,,,2,2,2,2,1,2,1964,-9,1,2,0,0,0,0,1,1,0,0,0,3,5,2,2,3,0,0,0,19000,1,,18,0,1,0,1500,0,,2,,2,,,2,50,-9,22,-9,,2,,,6,,,1,1,8680,,,,,,,,,3,722Z,1,,0,4040,N.A.,,0,20504,25,-9,191,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,353011,N.A.//,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,3,10,3,10,12,4,11,3,18,16,11,12,10,3,12,16,11,9,3,4,16,10,20,10,13,19,12,18,3,2,10,12,11,20,11,3,9,10,4,3,17,11,17,12,8,19,11,17,4,5,9,9,12,21,11,3,11,10,23,17,2,10,2,14,9,3,10,3,20,17,13,11,9,3,10,21,10,12,0,0,1,1,1
P,2011000004750,1,3302,-9,25,1073094,47,31,1,,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,,3,4,,,,,,,,,,3,1,1,1,2,1200,0,0,0,1,,19,0,2,0,0,13700,40,1,3,2,,,1,50,-9,999,-9,,2,,,3,,,1,1,8690,,,,,3300,-9,25,-9,6,7224,1,,0,4010,N.A.,4,13700,14900,33,-9,131,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,351012,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,44,49,15,39,54,73,76,13,13,74,53,14,88,84,49,47,12,43,39,51,52,46,18,50,47,69,77,15,17,82,54,12,91,88,44,44,12,43,50,45,47,39,88,40,48,13,15,79,77,21,45,59,17,14,44,50,82,45,49,47,47,48,68,44,55,15,13,88,80,16,50,70,16,15,51,51,75,39,52,0,1,1,0,0
P,2011000004750,2,3302,-9,25,1073094,55,32,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,30,,2,2,4,2,2,1,2,2005,-9,3,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,19,0,1,0,0,36000,45,1,1,,,,1,32,-9,999,-9,,2,,,1,,,1,1,5380,100,55,,,3300,-9,25,-9,5,45211,1,,0,4760,N.A.,,36000,36000,25,-9,317,3500,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,412031,N.A.//,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,1,,1,,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,56,72,52,17,46,50,73,82,16,14,114,58,14,108,95,70,58,14,51,59,54,51,62,18,60,50,83,104,17,17,89,61,17,103,94,54,57,16,41,56,58,51,42,95,42,58,15,18,94,88,23,61,79,22,16,46,58,97,49,61,48,49,61,99,48,61,19,15,82,101,18,70,92,15,17,51,54,90,50,53,0,1,1,1,1
P,2011000004767,1,2500,-9,25,1073094,21,31,5,,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,20,2,1,1,1,2,2,1,2,2006,-9,1,4,,,,,,,,,,2,1,2,2,3,0,0,0,0,1,,21,0,1,0,0,90000,40,1,4,1,2004,-9,1,615,-9,999,-9,7,2,2,,1,2502,,1,1,7380,110,67,701,-9,,,,,1,5415,2,,0,1020,N.A.,,90000,90000,210,-9,501,2500,-9,25,-9,1,2,2,6,40,-9,29,-9,0,1,0,0,1,0,0,0,2,1,,,15113X,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28,4,26,16,15,28,14,27,10,22,6,9,27,16,29,26,8,16,17,27,38,18,4,6,6,23,29,10,16,43,27,15,28,33,27,26,29,31,5,11,22,36,18,21,30,7,32,15,20,6,30,27,22,20,7,5,20,19,33,20,6,26,33,40,38,16,5,27,29,18,23,22,7,6,21,13,15,7,33,19,0,0,0,0,0
P,2011000004767,2,2500,-9,25,1073094,19,32,5,,,,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,,,,1,1,2,2,1,2,2006,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,19,0,2,0,0,0,,3,,2,2006,-9,1,615,-9,999,-9,7,2,,,6,,,1,1,,,,701,-9,,,,,1,,2,,0,,,4,0,0,210,-9,501,,,,,1,2,1,6,40,-9,29,-9,0,1,0,0,1,0,0,0,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,13,12,20,16,18,7,13,7,5,19,15,29,28,7,18,22,32,36,20,4,8,4,25,31,6,14,38,18,14,42,26,22,29,17,34,5,6,13,30,15,22,27,8,25,14,26,7,23,28,15,18,6,5,27,19,25,15,6,27,30,26,34,14,6,43,23,12,20,25,4,5,18,14,20,6,31,25,0,0,0,0,0
P,2011000004860,1,1500,-9,25,1073094,5,35,1,,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,,,,2,3,2,2,1,2,1995,-9,1,4,,,,,,,,,,2,1,2,1,3,4000,1200,0,0,1,,16,0,2,0,0,0,,2,,2,,,1,920,-9,999,-9,,2,,,3,,,1,1,1170,,,,,,,,,4,3115,1,,0,7840,N.A.,2,0,5200,23,-9,34,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,513092,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,4,10,5,6,2,8,2,1,5,5,7,9,2,5,5,5,2,9,5,5,5,2,6,3,7,1,8,9,5,6,2,2,8,4,6,4,9,2,5,5,4,9,6,4,2,7,2,2,5,6,7,9,2,6,6,4,2,7,5,6,5,2,5,4,9,2,7,8,4,5,1,1,8,5,6,5,8,0,0,0,0,0
P,2011000004860,2,1500,-9,25,1073094,5,16,1,,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,,1,,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,12,12,0,2,0,0,0,,3,,2,,,4,999,-9,999,-9,,2,,7,6,,,1,1,,,,,,,,,,6,,1,7,1,,,4,0,0,23,-9,34,,,,,2,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,6,8,5,7,1,7,1,1,6,6,8,9,1,6,6,5,2,8,4,4,6,2,5,4,10,1,7,8,4,6,2,1,8,7,5,5,9,1,6,7,4,8,7,4,1,7,2,2,5,4,8,7,2,5,4,6,2,6,5,6,4,1,7,5,8,2,7,8,4,5,1,2,9,4,4,4,7,0,0,0,0,0
P,2011000004860,3,1500,-9,25,1073094,5,26,1,,,4,2,2,2,2,2,,,2,,2,,,,2,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,13,0,3,15,16,0,2,0,0,0,,2,,2,,,4,999,-9,999,-9,,2,,,6,,,2,1,8180,,,,,,,,,6,621M,1,,0,4610,N.A.,4,0,0,25,-9,0,,,,,2,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,399021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,5,4,7,5,6,2,11,1,1,5,4,8,10,1,5,4,5,2,8,5,4,4,2,4,4,9,1,9,8,4,5,2,1,6,5,4,4,9,1,4,6,3,7,5,5,1,9,2,2,5,4,5,6,1,5,5,6,1,7,5,5,5,2,5,6,8,1,6,6,5,5,1,2,6,4,5,6,9,0,0,1,0,0
P,2011000005035,1,900,-9,25,1073094,22,67,1,,,1,2,2,2,2,2,,,2,,,2,,,2,1,1,2,2,2,2,0,35,1,1,2,1,2,2,1,2,1961,-9,1,4,,,,,,,,,,1,5,2,3,3,0,0,0,0,1,,21,0,1,0,25400,81000,47,1,1,1,,,2,11,-9,82,-9,,2,1,,1,3601,,1,1,2290,74,28,,,,,,,1,325M,1,,0,7700,N.A.,,81000,106400,23,-9,501,1300,-9,34,-9,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,511011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,41,20,23,7,44,19,23,36,23,19,37,20,25,24,39,7,7,19,36,31,7,20,20,44,6,22,26,6,21,20,7,21,23,22,5,35,44,21,34,41,5,25,21,35,6,21,18,7,21,21,6,22,21,19,7,35,36,23,6,6,36,22,25,7,40,20,21,38,22,25,36,24,24,25,34,8,6,24,0,0,0,1,1
P,2011000005035,2,900,-9,25,1073094,24,67,1,,,1,2,2,2,2,2,,,2,,,2,,,2,1,1,2,2,2,2,0,8,1,1,2,1,2,2,1,2,1961,-9,1,4,,,,,,,,,,2,1,2,2,3,0,0,1,0,1,,19,0,2,0,18500,35000,60,1,1,1,,,2,50,-9,51,-9,,2,1,,1,,,1,1,7070,107,67,,,,,,,1,531,1,,0,4920,N.A.,4,35000,53500,23,-9,501,700,-9,25,-9,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,419020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,42,23,24,7,41,22,25,43,25,23,42,22,22,26,39,8,7,22,38,36,8,26,25,47,6,24,26,7,25,20,7,24,26,22,6,40,50,23,35,38,7,25,24,40,7,23,21,8,24,23,7,23,21,26,9,34,37,24,7,7,38,22,25,8,47,24,20,41,26,24,41,28,27,27,43,8,7,23,0,0,0,1,1
P,2011000005037,1,3000,-9,25,1073094,31,62,1,,,6,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,19600,60,1,1,2,3,2,2,1,2,1966,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,2400,1,,21,7000,2,0,0,60,35,1,1,1,,,1,902,-9,999,-9,,2,1,,1,5301,,1,1,6190,91,40,,,,,,,4,4853,1,,0,9120,N.A.,4,7060,29060,1,-9,255,3000,-9,25,-9,2,1,1,2,2,-9,44,-9,0,0,1,0,1,0,0,0,2,2,,,533020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,49,7,40,25,34,12,27,37,41,39,31,9,58,38,31,56,33,9,36,8,10,30,31,10,40,33,63,50,25,64,13,35,31,28,9,25,52,21,43,24,34,52,11,32,23,51,31,28,12,38,30,54,10,8,30,9,39,52,34,40,47,33,24,62,10,51,10,8,30,15,51,28,27,29,45,23,8,33,8,0,0,0,0,0
P,2011000005133,1,1900,-9,25,1073094,10,38,1,,,1,2,2,2,2,2,,,2,1,,2,,,2,2,2,1,2,2,2,0,5,1,1,1,1,2,2,1,2,1993,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,18,0,1,0,0,25000,40,1,1,1,,,1,261,-9,999,-9,,2,1,,1,,,1,3,1990,77,37,625,-9,,,,,1,3231,1,,0,8255,N.A.,,25000,25000,42,-9,188,1900,-9,25,-9,2,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,515112,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,9,10,9,14,7,11,3,18,4,4,12,11,18,13,3,13,3,11,10,19,12,10,13,2,9,13,20,3,21,22,9,9,3,4,19,9,32,10,11,3,11,13,18,13,9,11,3,15,3,2,8,11,20,13,3,11,3,12,11,16,12,11,11,3,10,10,25,2,17,20,11,9,3,4,22,13,17,0,0,0,0,0
P,2011000005133,2,1900,-9,25,1073094,11,38,1,,,1,2,2,2,2,2,,,2,1,2,2,,,2,2,1,1,2,2,2,0,,,,1,1,2,2,1,2,1993,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,2,15,19,0,2,2400,6100,0,,2,,2,,,1,261,-9,999,-9,,2,,,6,,,1,3,6990,,,625,-9,,,,,1,524,1,,0,5700,N.A.,2,0,8500,36,-9,188,,,,,2,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,436010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,11,13,9,18,8,9,3,23,3,4,16,13,20,15,3,12,3,10,10,17,11,11,14,3,11,12,18,5,19,19,9,9,4,3,24,11,21,10,12,3,15,11,12,17,12,11,2,21,4,2,9,11,21,20,3,12,4,11,13,14,13,13,10,2,11,10,20,4,24,19,13,12,4,3,20,11,22,0,0,0,1,1
P,2011000005133,3,1900,-9,25,1073094,14,16,1,,,,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,,1,,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,13,13,0,1,0,0,0,,3,,2,,,1,261,-9,999,-9,,2,,2,6,,,1,3,,,,,,,,,,6,,1,1,1,,,,0,0,25,-9,188,,,,,2,1,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,5,13,16,15,21,7,14,6,20,3,5,10,11,21,23,5,17,5,17,14,20,14,14,18,4,12,16,25,4,29,21,12,12,5,3,24,14,21,22,11,3,13,14,21,18,15,18,5,27,4,4,9,13,22,18,5,13,4,17,16,21,14,13,13,3,11,16,29,4,21,30,12,10,5,5,27,15,18,0,0,0,0,0
P,2011000005137,1,3000,-9,25,1073094,19,45,4,2001,-9,1,2,2,2,2,2,,,2,3,2,2,,,1,2,2,2,2,2,2,0,25,6,1,1,5,,,,,,,1,4,,,,,,,,,,2,1,2,1,3,0,0,0,0,1,,6,0,2,0,0,25000,46,1,1,1,1994,-9,1,706,-9,999,-9,6,2,5,,1,,,1,1,2290,129,82,708,-9,,,,,6,325M,2,,0,8965,N.A.,4,25000,25000,207,-9,367,2700,-9,25,-9,1,2,1,6,43,-9,26,-9,0,1,0,0,1,0,0,0,,,,,5191XX,N.A.//,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,6,27,7,13,34,22,33,6,15,40,32,33,20,24,34,20,5,27,34,27,32,15,25,23,7,14,6,24,20,5,3,16,19,20,16,12,45,16,6,7,5,17,5,23,29,21,35,6,25,40,33,24,23,22,18,22,6,16,31,29,31,17,26,17,7,20,5,32,17,6,6,24,19,15,24,17,35,14,5,8,0,0,1,1,1
P,2011000005137,2,3000,-9,25,1073094,23,24,3,,,2,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,110,25,,4,1,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,2,0,0,2,0,2,15,21,0,2,0,0,30000,40,1,1,1,1997,-9,1,706,-9,999,-9,6,2,,,1,3601,,1,1,2190,99,55,708,-9,,,,,6,3254,1,,0,1720,N.A.,4,30000,30110,207,-9,367,2500,-9,25,-9,1,2,2,6,43,-9,26,-9,0,1,0,0,1,0,0,0,1,2,,,192030,N.A.//,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,28,9,27,38,23,46,6,26,48,30,27,24,30,34,24,8,20,31,41,45,21,29,19,7,21,7,28,20,6,6,18,29,31,23,20,43,22,9,5,8,32,7,32,42,30,52,8,39,30,53,25,21,19,19,40,7,14,31,36,27,25,52,22,6,16,8,41,21,8,6,22,22,19,26,18,39,21,7,9,0,0,1,0,0
